distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
195.04,1.66,0.22,0.68,0.15,0.31,2.96,furniture,high,0.75,33.7,13.1,8.1,1,1,1.0,15.94
81.07,1.36,0.37,0.8,0.08,2.87,0.17,perishable,low,0.85,29.3,20.7,13.3,0,1,1.2,18.53
188.34,1.61,0.47,0.15,0.37,1.99,25.0,hazmat,low,0.85,25.7,37.4,19.2,0,0,1.4,47.67
124.14,1.67,0.19,0.48,0.18,10.4,9.85,general,standard,0.93,27.5,14.0,11.2,0,0,1.0,11.93
143.54,1.47,0.35,0.23,0.21,13.23,6.69,general,standard,0.81,31.9,26.2,20.3,1,0,1.0,30.33
90.18,1.98,0.37,0.69,0.38,9.39,0.22,luxury,standard,0.95,26.2,20.7,19.5,1,1,1.0,19.76
94.3,2.88,0.21,0.7,0.45,0.42,6.05,general,standard,0.89,32.7,14.7,8.4,1,0,1.0,29.27
51.51,1.99,0.59,0.83,0.33,10.06,1.36,medicine,low,0.66,34.8,30.7,25.9,0,0,1.2,29.52
23.95,2.01,0.17,0.87,0.44,2.96,0.71,luxury,standard,0.55,30.4,11.9,6.5,0,0,1.0,15.34
116.29,2.66,0.3,1.0,0.32,5.73,6.32,luxury,low,0.82,30.3,23.9,14.4,0,0,1.0,39.0
176.62,1.67,0.5,0.16,0.19,3.37,0.18,furniture,high,0.89,28.4,25.0,19.3,0,0,1.0,19.29
138.43,1.79,0.31,0.87,0.12,2.82,6.14,furniture,low,0.83,31.5,15.3,13.7,0,0,1.0,17.45
155.1,1.18,0.15,0.94,0.09,9.46,8.32,medicine,low,0.81,34.5,8.4,5.6,1,0,1.2,9.67
133.47,2.42,0.12,0.95,0.16,0.98,1.34,hazmat,low,0.74,31.1,6.6,5.1,0,1,1.4,58.45
56.43,1.4,0.33,0.13,0.31,0.36,0.12,furniture,standard,0.87,27.7,17.7,16.7,0,0,1.0,5.7
176.65,1.23,0.13,0.69,0.33,9.39,3.17,general,high,0.85,36.6,9.8,5.3,0,0,1.0,8.46
241.39,2.32,0.45,0.88,0.3,12.59,11.51,general,standard,0.83,27.4,22.9,21.6,0,1,1.0,57.96
91.93,1.9,0.33,0.27,0.04,6.7,3.92,general,standard,0.73,26.9,25.0,15.6,0,0,1.0,16.39
67.54,2.91,0.77,0.62,0.27,0.29,0.69,perishable,high,0.63,28.7,58.7,45.6,0,1,1.2,38.96
197.0,1.7,0.63,0.52,0.25,1.93,7.26,luxury,high,0.95,28.7,36.6,25.7,0,2,1.0,25.24
47.91,1.73,0.14,0.27,0.08,2.1,7.61,general,high,0.85,27.0,7.4,7.6,0,1,1.0,8.73
195.67,2.24,0.11,0.45,0.41,0.51,4.48,luxury,high,0.89,27.7,8.2,5.6,1,0,1.0,35.47
123.45,2.64,0.34,0.37,0.14,0.4,0.83,medicine,low,0.92,34.6,23.6,13.2,1,1,1.2,48.55
123.5,1.83,0.34,0.86,0.11,1.11,0.76,hazmat,high,0.94,32.3,27.3,13.1,1,0,1.4,41.59
104.76,1.88,0.26,0.76,0.18,11.66,0.57,general,critical,0.85,36.1,14.9,13.1,0,1,1.0,14.57
212.01,1.92,0.46,0.11,0.23,11.76,6.04,medicine,high,0.8,28.3,33.7,22.8,1,0,1.2,42.93
137.61,1.11,0.44,0.6,0.47,8.9,3.09,furniture,critical,0.86,26.7,32.6,22.5,0,0,1.0,5.88
129.69,1.46,0.08,0.13,0.27,2.04,0.08,perishable,standard,0.63,26.1,4.2,4.0,0,0,1.2,11.09
255.13,1.93,0.3,0.93,0.77,0.04,1.5,luxury,standard,0.94,34.7,18.9,10.6,0,0,1.0,34.66
189.56,1.78,0.13,0.13,0.5,0.6,2.0,general,critical,0.76,32.6,9.2,7.3,0,0,1.0,14.14
98.82,1.16,0.07,0.27,0.21,2.17,3.12,medicine,standard,0.84,29.1,4.1,2.5,0,0,1.2,5.74
134.1,1.15,0.41,0.28,0.2,6.38,5.4,perishable,standard,0.91,25.3,21.8,15.8,1,0,1.2,9.71
179.08,2.05,0.32,0.82,0.07,4.88,3.82,perishable,standard,0.9,32.2,25.7,16.9,0,1,1.2,42.88
78.37,2.03,0.06,0.52,0.45,4.45,2.87,medicine,standard,0.57,31.5,4.2,3.4,0,0,1.2,19.48
92.24,1.84,0.15,0.25,0.43,2.57,4.59,perishable,high,0.81,27.8,10.4,5.7,1,1,1.2,13.16
84.44,1.38,0.44,0.22,0.24,0.04,4.56,hazmat,high,0.81,34.0,35.0,22.3,1,0,1.4,26.87
124.4,1.53,0.64,0.44,0.32,7.11,0.64,medicine,standard,0.62,29.8,49.0,24.7,0,0,1.2,25.77
96.1,1.17,0.15,0.61,0.35,3.53,25.0,perishable,critical,0.73,30.4,11.7,7.8,1,0,1.2,10.82
68.99,1.48,0.29,0.82,0.2,4.26,4.6,furniture,standard,0.95,35.6,18.2,15.4,0,1,1.0,13.45
43.87,1.21,0.15,0.8,0.37,4.96,3.3,furniture,high,0.86,29.2,7.6,6.1,1,0,1.0,6.23
238.44,2.23,0.39,0.14,0.21,0.65,0.38,general,high,0.89,30.3,24.8,18.6,1,0,1.0,44.47
145.21,1.37,0.16,0.68,0.23,21.05,1.98,medicine,low,0.95,30.7,8.8,9.1,1,2,1.2,28.57
239.94,1.13,0.54,0.11,0.44,0.35,3.28,medicine,high,0.95,26.4,40.0,31.5,0,0,1.2,12.87
191.53,1.86,0.39,0.61,0.21,12.13,1.0,perishable,high,0.94,28.2,22.4,22.3,0,0,1.2,31.08
49.38,3.07,0.59,0.26,0.24,3.95,0.17,furniture,critical,0.89,31.5,35.5,26.4,0,0,1.0,18.6
124.47,1.69,0.12,0.87,0.39,11.5,5.99,luxury,critical,0.53,30.5,9.0,4.5,0,0,1.0,14.78
178.49,1.95,0.1,0.45,0.39,11.51,0.77,perishable,standard,0.97,34.4,7.8,5.4,1,1,1.2,31.69
144.7,1.6,0.05,0.86,0.32,10.6,15.86,luxury,standard,0.74,32.0,3.0,2.4,0,0,1.0,17.58
145.45,1.45,0.35,0.92,0.06,1.45,8.27,hazmat,high,0.63,31.4,28.0,15.3,1,0,1.4,36.03
234.0,1.22,0.5,0.46,0.44,11.18,0.06,general,standard,0.8,30.0,36.5,22.4,1,0,1.0,21.79
235.26,2.26,0.51,0.63,0.33,16.16,6.64,furniture,high,0.87,29.6,33.1,22.8,0,0,1.0,56.01
106.11,1.54,0.35,0.94,0.64,0.7,2.33,perishable,standard,0.82,32.7,22.0,19.5,0,0,1.2,19.35
89.18,1.65,0.1,0.32,0.24,0.61,1.85,medicine,standard,0.73,33.2,6.4,4.1,1,0,1.2,12.34
180.8,1.17,0.48,0.18,0.33,0.91,2.85,perishable,standard,0.82,33.7,37.6,21.0,0,1,1.2,19.0
147.93,1.16,0.0,0.57,0.59,3.37,3.24,general,high,0.62,32.2,0.0,0.0,0,0,1.0,8.84
47.91,1.32,0.04,0.6,0.1,0.24,5.63,furniture,standard,0.89,27.2,2.9,2.4,1,0,1.0,8.48
180.42,2.21,0.13,0.49,0.2,5.4,12.23,hazmat,standard,0.74,29.8,9.2,6.6,0,0,1.4,51.46
130.06,1.1,0.43,0.97,0.19,4.81,9.54,general,standard,0.63,34.0,24.1,15.3,0,1,1.0,12.76
92.93,1.33,0.43,0.48,0.11,22.42,4.91,general,high,0.86,29.5,30.5,21.2,0,0,1.0,13.09
282.54,1.44,0.18,0.6,0.27,19.08,3.66,general,standard,0.72,27.6,14.3,7.9,0,0,1.0,21.18
235.19,1.52,0.61,0.15,0.28,7.77,2.79,general,standard,0.85,30.4,37.6,30.5,1,0,1.0,34.36
232.39,1.83,0.43,0.14,0.6,0.83,2.04,hazmat,low,0.66,28.6,34.4,20.3,0,0,1.4,46.57
176.38,1.58,0.51,0.62,0.34,2.47,6.94,general,standard,0.84,30.8,35.2,22.5,0,1,1.0,22.31
104.22,1.52,0.3,0.93,0.44,12.35,5.06,perishable,high,0.6,26.9,19.3,11.1,0,1,1.2,20.35
121.23,2.42,0.31,0.84,0.46,0.51,0.65,perishable,low,0.86,27.2,15.5,18.3,1,0,1.2,40.59
80.06,2.05,0.15,0.61,0.17,3.87,4.37,hazmat,high,0.6,33.1,11.5,5.7,0,1,1.4,27.57
53.98,1.19,0.24,0.55,0.37,6.35,0.86,furniture,low,0.79,31.4,15.5,12.3,0,0,1.0,7.17
260.33,2.49,0.45,0.79,0.33,0.73,0.11,luxury,standard,0.78,27.7,23.6,21.3,1,0,1.0,58.2
267.81,1.58,0.12,0.1,0.25,7.72,4.33,hazmat,critical,0.7,33.1,7.1,5.3,0,1,1.4,33.52
129.36,2.18,0.58,0.46,0.33,2.13,3.5,perishable,high,0.91,33.3,41.7,20.5,1,0,1.2,36.59
252.11,1.98,0.51,0.19,0.41,2.22,5.1,furniture,standard,0.83,26.3,29.3,27.7,0,0,1.0,31.55
94.83,1.54,0.11,0.54,0.25,10.43,7.63,perishable,standard,0.71,34.7,6.8,5.2,0,1,1.2,15.53
41.61,1.97,0.36,0.8,0.17,1.53,2.54,general,low,0.85,28.3,27.2,13.6,0,0,1.0,14.33
241.35,2.38,0.76,0.53,0.58,1.51,1.48,general,standard,0.89,26.3,52.5,41.7,0,0,1.0,50.53
125.83,2.61,0.1,0.37,0.28,6.39,4.12,hazmat,high,0.72,29.7,8.0,4.8,1,0,1.4,39.0
144.24,1.91,0.36,0.52,0.39,0.58,0.13,furniture,critical,0.92,32.3,19.5,20.9,1,0,1.0,22.41
83.08,1.76,0.5,0.42,0.12,8.6,3.62,furniture,low,0.62,34.0,24.8,26.3,0,0,1.0,21.37
212.61,2.87,0.21,0.25,0.47,3.8,0.5,general,high,0.97,31.1,14.3,10.9,1,0,1.0,42.7
243.46,1.63,0.07,0.78,0.25,2.43,5.52,general,critical,0.9,30.5,5.0,3.0,0,1,1.0,22.67
169.24,1.48,0.68,0.28,0.32,6.99,1.68,general,high,0.95,29.6,47.4,37.4,1,1,1.0,30.19
121.58,1.8,0.48,0.85,0.44,0.92,6.23,hazmat,standard,0.79,28.1,37.0,27.1,0,0,1.4,29.01
131.16,2.34,0.2,0.68,0.28,7.57,2.61,general,low,0.74,25.7,11.6,7.8,0,1,1.0,36.8
109.43,2.36,0.18,0.83,0.08,8.87,0.49,perishable,standard,0.79,32.6,13.9,9.1,1,0,1.2,33.0
233.5,1.46,0.42,0.22,0.52,5.18,2.56,general,high,0.91,28.8,21.3,25.1,0,1,1.0,18.88
181.01,2.39,0.04,0.45,0.23,3.38,1.94,general,low,0.63,29.6,2.4,2.3,0,0,1.0,43.43
105.36,2.3,0.35,0.22,0.37,2.47,0.45,general,low,0.72,31.3,25.1,17.6,0,0,1.0,32.83
86.91,1.65,0.03,0.1,0.84,2.44,6.68,luxury,high,0.85,31.5,2.4,1.1,1,0,1.0,10.75
59.17,2.6,0.08,0.78,0.29,3.24,3.19,perishable,standard,0.69,33.8,6.1,3.1,0,2,1.2,24.38
68.33,2.33,0.4,0.98,0.25,2.05,2.73,perishable,high,0.88,29.5,22.0,17.4,0,1,1.2,30.79
41.51,1.94,0.56,0.68,0.12,1.42,4.29,perishable,standard,0.81,25.4,41.8,29.4,0,1,1.2,25.65
120.18,1.7,0.61,0.2,0.11,3.53,2.69,general,high,0.69,28.4,45.8,28.4,0,0,1.0,13.58
165.51,1.93,0.58,0.92,0.87,0.22,4.92,perishable,standard,0.76,29.9,31.8,29.9,1,0,1.2,51.47
231.87,1.27,0.22,0.69,0.28,1.36,11.31,medicine,standard,0.83,29.1,16.8,10.2,1,0,1.2,24.59
275.17,1.48,0.15,0.87,0.27,5.89,1.62,medicine,critical,0.75,27.8,9.3,8.5,0,0,1.2,22.8
54.13,1.12,0.14,0.7,0.32,4.79,5.76,furniture,low,0.77,28.6,9.3,7.4,0,0,1.0,4.41
208.01,1.77,0.22,0.54,0.5,7.02,1.13,general,high,0.65,35.4,16.2,8.1,1,1,1.0,25.2
106.95,1.53,0.48,0.17,0.31,10.73,10.8,general,high,0.67,30.5,31.6,20.9,0,1,1.0,18.07
135.1,1.2,0.18,0.17,0.25,3.42,13.16,furniture,standard,0.8,31.0,13.3,7.4,0,0,1.0,8.35
100.84,1.69,0.02,0.98,0.62,3.0,1.24,general,standard,0.59,26.8,1.4,0.7,0,0,1.0,9.97
185.62,2.45,0.07,0.2,0.14,9.8,2.19,furniture,high,0.96,28.1,3.8,2.6,0,2,1.0,34.27
61.39,1.32,0.01,0.75,0.36,3.07,0.31,hazmat,low,0.89,33.2,0.5,0.6,1,0,1.4,3.2
196.55,1.8,0.39,0.34,0.23,7.47,1.4,hazmat,standard,0.78,34.9,27.9,21.5,0,1,1.4,49.0
88.21,1.53,0.14,0.97,0.14,1.97,0.56,luxury,standard,0.7,35.2,11.0,5.4,0,0,1.0,9.29
106.78,1.07,0.24,0.56,0.04,14.42,0.04,perishable,standard,0.79,31.1,14.0,14.4,1,1,1.2,10.76
67.77,2.38,0.46,0.38,0.2,16.53,2.54,general,standard,0.85,30.7,33.1,16.6,0,1,1.0,23.78
80.95,1.33,0.14,0.38,0.25,6.57,0.97,general,high,0.81,30.1,9.5,7.8,0,1,1.0,9.13
284.58,2.38,0.36,0.49,0.3,7.4,10.14,perishable,high,0.91,27.9,18.9,21.1,0,0,1.2,56.66
116.35,1.24,0.73,0.11,0.26,2.4,3.96,perishable,standard,0.85,26.3,54.4,31.4,0,1,1.2,22.96
314.88,1.65,0.71,0.41,0.22,3.58,1.47,luxury,high,0.91,34.5,50.5,41.0,1,0,1.0,34.35
96.62,2.02,0.04,0.27,0.39,6.97,7.16,general,critical,0.92,31.2,2.2,1.9,0,0,1.0,8.9
42.05,1.4,0.3,0.99,0.33,4.0,1.82,medicine,low,0.6,34.0,19.9,15.7,0,0,1.2,10.41
111.0,1.65,0.31,0.39,0.24,6.88,5.04,luxury,standard,0.86,31.6,15.4,15.4,0,0,1.0,11.26
126.63,1.86,0.17,0.25,0.15,5.51,9.79,general,high,0.85,24.6,12.7,9.9,0,1,1.0,20.39
246.85,2.34,0.31,0.98,0.25,2.12,0.53,perishable,low,0.73,26.2,23.0,12.3,1,0,1.2,67.08
241.34,1.94,0.83,0.2,0.69,1.7,3.41,medicine,critical,0.84,27.6,52.1,48.7,1,1,1.2,58.49
75.75,2.23,0.56,0.73,0.28,9.16,3.84,general,low,0.94,33.9,35.0,21.2,1,1,1.0,29.76
74.1,1.85,0.52,0.19,0.36,2.17,8.49,general,high,0.91,30.4,31.4,24.4,0,0,1.0,16.27
158.64,1.56,0.09,0.11,0.06,15.7,8.26,general,high,0.92,25.2,6.0,5.1,0,0,1.0,14.28
130.89,2.3,0.25,0.8,0.32,0.81,1.7,furniture,low,0.78,26.4,15.5,9.4,1,1,1.0,31.2
53.3,1.98,0.11,0.14,0.07,9.93,0.23,perishable,high,0.63,28.3,8.7,6.1,1,1,1.2,12.27
166.15,2.29,0.5,0.48,0.21,6.18,4.36,furniture,standard,0.69,33.2,36.3,22.7,1,0,1.0,36.93
113.06,1.09,0.44,0.75,0.48,8.83,0.56,perishable,standard,0.72,30.0,22.3,21.9,0,0,1.2,14.94
96.08,1.03,0.49,0.71,0.26,10.36,1.56,general,high,0.68,29.1,36.1,21.8,0,1,1.0,5.0
282.15,2.17,0.17,0.12,0.45,2.52,0.76,general,critical,0.87,30.9,11.6,6.7,1,0,1.0,39.68
138.86,2.9,0.52,0.13,0.44,2.24,3.33,hazmat,standard,0.71,35.9,41.5,19.5,0,0,1.4,63.21
294.45,2.88,0.58,0.43,0.13,2.01,7.24,medicine,critical,0.72,26.2,32.3,26.6,0,0,1.2,102.01
129.85,1.32,0.14,0.89,0.33,3.9,0.68,general,standard,0.75,32.6,10.7,7.1,0,0,1.0,10.4
114.58,1.87,0.01,0.91,0.49,0.2,7.27,perishable,standard,0.83,27.5,0.8,0.4,1,0,1.2,28.07
54.22,1.32,0.08,0.54,0.28,2.06,0.71,luxury,standard,0.78,29.2,6.4,4.0,1,1,1.0,10.09
94.36,2.34,0.17,0.25,0.13,4.43,1.43,medicine,low,0.73,34.8,8.6,10.2,0,1,1.2,31.31
92.96,1.56,0.86,0.77,0.68,7.56,3.44,general,low,0.84,34.3,60.2,34.4,1,1,1.0,30.56
218.71,2.53,0.31,0.39,0.07,0.35,1.16,hazmat,standard,0.67,26.2,23.3,17.4,1,0,1.4,75.61
61.6,1.49,0.53,0.98,0.44,1.26,2.6,hazmat,high,0.83,32.5,30.0,27.2,0,1,1.4,23.7
274.79,2.05,0.3,0.8,0.21,4.72,3.79,hazmat,high,0.79,34.6,21.1,15.0,1,0,1.4,55.9
46.61,1.49,0.34,0.19,0.3,9.82,5.72,perishable,critical,0.77,30.7,22.2,18.1,1,0,1.2,12.35
180.22,1.46,0.71,0.81,0.28,5.79,0.78,hazmat,standard,0.92,22.9,53.8,29.6,1,0,1.4,43.74
79.43,1.98,0.06,0.86,0.06,7.54,10.07,perishable,standard,0.71,30.2,3.4,2.7,0,1,1.2,20.58
200.66,2.58,0.56,0.45,0.25,0.44,1.0,furniture,standard,0.79,28.1,33.0,21.9,0,0,1.0,44.65
127.7,1.46,0.58,0.22,0.24,0.33,0.83,medicine,high,0.67,32.7,34.6,23.9,0,0,1.2,19.74
150.9,1.54,0.47,0.57,0.17,3.27,0.07,luxury,standard,0.77,32.5,36.1,16.8,0,0,1.0,18.68
64.13,1.64,0.26,0.78,0.09,0.55,0.05,general,standard,0.79,25.7,20.2,15.3,0,1,1.0,10.8
207.61,2.21,0.44,1.0,0.23,7.57,1.34,general,high,0.86,30.1,29.0,24.3,0,0,1.0,40.66
85.42,1.44,0.06,0.92,0.22,1.19,8.45,medicine,standard,0.64,29.6,4.1,2.4,0,0,1.2,12.75
61.31,1.6,0.24,0.92,0.28,14.96,1.64,furniture,standard,0.78,31.6,16.3,11.4,1,1,1.0,20.41
285.43,1.68,0.48,0.77,0.49,0.79,7.77,medicine,high,0.93,34.6,38.3,18.9,0,1,1.2,41.08
268.9,1.44,0.33,0.8,0.18,0.85,0.23,medicine,high,0.95,24.8,17.9,14.3,0,0,1.2,22.89
225.45,1.88,0.32,0.43,0.27,7.21,3.71,medicine,critical,0.86,35.6,17.9,17.0,1,0,1.2,27.41
45.2,2.11,0.17,0.21,0.3,0.95,7.76,general,high,0.81,33.2,9.3,7.4,0,1,1.0,14.66
102.48,1.65,0.71,1.0,0.17,5.42,1.18,hazmat,low,0.71,29.5,48.3,33.8,0,0,1.4,33.76
35.81,1.85,0.36,0.12,0.23,10.87,2.52,general,critical,0.85,32.4,22.1,14.5,0,0,1.0,6.98
116.21,1.97,0.39,0.57,0.47,0.46,4.08,general,standard,0.63,31.8,21.8,18.5,0,0,1.0,27.31
177.03,1.78,0.8,0.69,0.13,11.19,1.75,furniture,standard,0.87,30.9,53.4,32.9,1,1,1.0,31.1
198.47,2.83,0.22,0.55,0.51,8.21,1.99,perishable,standard,0.62,28.0,17.6,11.4,1,0,1.2,82.26
122.03,1.83,0.37,0.56,0.09,13.71,15.78,furniture,critical,0.89,35.5,29.2,16.2,0,0,1.0,16.71
72.59,1.73,0.4,0.53,0.46,10.53,10.95,perishable,critical,0.66,26.7,22.8,19.1,1,2,1.2,23.9
135.95,2.3,0.27,0.63,0.3,1.39,4.16,general,standard,0.81,29.5,14.8,11.9,0,1,1.0,26.83
79.07,1.15,0.36,0.52,0.52,3.4,5.73,general,standard,0.65,35.1,20.0,15.2,1,0,1.0,9.94
246.11,1.74,0.15,0.61,0.23,2.28,0.94,perishable,high,0.61,27.7,8.7,7.0,0,0,1.2,38.39
156.02,1.36,0.26,0.17,0.19,4.52,2.47,furniture,high,0.96,32.9,15.6,14.8,0,0,1.0,3.6
139.47,1.34,0.2,0.45,0.12,6.04,4.66,furniture,high,0.8,30.6,10.7,8.9,1,0,1.0,9.43
236.48,2.0,0.62,0.96,0.39,15.69,4.54,hazmat,high,0.76,28.6,38.6,27.0,1,1,1.4,67.62
181.03,1.81,0.2,0.59,0.13,4.54,15.48,luxury,low,0.59,28.5,13.9,8.9,0,0,1.0,28.91
59.21,3.05,0.19,0.97,0.28,2.14,10.42,furniture,high,0.66,29.2,14.7,9.4,0,1,1.0,26.51
102.12,1.57,0.19,0.42,0.13,7.59,3.0,furniture,critical,0.69,25.5,14.5,7.8,0,0,1.0,5.91
158.5,1.86,0.13,0.16,0.62,1.0,0.16,perishable,low,0.88,31.7,7.1,7.3,0,1,1.2,23.92
92.88,1.25,0.4,0.12,0.4,0.7,1.39,perishable,critical,0.93,29.2,26.0,21.7,0,1,1.2,11.05
164.47,1.17,0.1,0.91,0.27,7.14,3.9,general,standard,0.9,33.9,5.5,3.6,1,1,1.0,15.74
208.5,1.17,0.39,0.36,0.11,1.98,0.27,general,standard,0.82,31.7,22.0,15.2,1,1,1.0,10.32
102.52,1.75,0.36,0.34,0.49,2.28,15.08,general,critical,0.98,31.3,22.5,18.1,0,0,1.0,12.18
70.91,1.58,0.35,0.91,0.55,6.72,3.55,perishable,critical,0.74,27.5,21.6,15.6,0,0,1.2,15.56
41.44,1.23,0.79,0.25,0.29,2.93,0.86,perishable,high,0.86,25.8,45.1,36.8,1,0,1.2,30.01
177.25,1.76,0.07,0.49,0.11,8.68,6.23,general,high,0.59,32.7,5.2,3.2,0,1,1.0,27.48
95.33,1.63,0.25,0.95,0.26,4.75,1.13,luxury,standard,0.79,32.1,13.1,13.2,1,0,1.0,16.07
207.84,2.03,0.45,0.67,0.04,0.22,4.29,furniture,high,0.95,29.8,31.8,18.5,1,0,1.0,44.8
58.95,1.6,0.22,0.97,0.2,4.14,23.39,general,critical,0.84,35.9,12.8,11.3,0,1,1.0,13.98
153.57,1.6,0.31,0.32,0.29,0.6,1.26,hazmat,critical,0.95,31.5,21.2,17.9,0,1,1.4,20.7
151.76,1.73,0.41,0.36,0.27,8.44,0.19,hazmat,high,0.76,29.0,22.2,20.6,0,0,1.4,26.55
39.91,2.17,0.01,0.71,0.2,3.8,9.03,medicine,standard,0.78,31.4,0.7,0.5,1,0,1.2,10.2
109.49,2.13,0.55,0.99,0.45,1.63,0.52,medicine,standard,0.81,25.9,32.4,20.1,0,0,1.2,28.83
138.9,1.52,0.37,0.71,0.57,1.89,8.59,furniture,standard,0.88,35.0,22.5,13.5,0,0,1.0,16.2
143.04,1.69,0.1,0.75,0.26,2.14,1.19,general,standard,0.94,28.5,5.5,5.3,1,0,1.0,16.24
186.39,1.73,0.04,0.26,0.28,18.33,4.75,hazmat,high,0.93,24.4,2.3,1.5,0,2,1.4,31.42
207.97,1.59,0.56,0.84,0.52,4.13,0.02,general,standard,0.76,24.2,34.5,23.8,1,0,1.0,35.1
76.35,1.28,0.3,0.75,0.36,15.56,3.2,general,standard,0.57,25.3,18.4,14.0,0,0,1.0,10.67
179.18,1.17,0.61,0.52,0.25,6.09,0.27,general,critical,0.68,29.7,45.1,21.4,1,0,1.0,17.74
102.12,1.24,0.26,0.61,0.06,9.72,10.67,general,standard,0.96,30.9,15.8,9.9,0,2,1.0,14.53
110.9,1.62,0.19,0.66,0.16,0.37,6.22,luxury,standard,0.61,28.1,9.6,8.9,1,2,1.0,23.73
75.04,2.08,0.66,0.17,0.35,0.09,0.87,general,high,0.88,25.5,39.6,25.5,1,0,1.0,30.01
157.19,1.87,0.18,0.97,0.51,4.11,0.52,perishable,critical,0.84,28.4,8.8,9.1,0,2,1.2,24.4
220.95,2.1,0.08,0.65,0.58,5.7,7.4,perishable,low,0.88,34.5,4.1,4.7,0,2,1.2,55.83
198.35,1.67,0.07,0.6,0.41,0.29,0.56,luxury,standard,0.76,28.3,3.8,2.6,0,0,1.0,20.03
135.15,2.23,0.3,0.59,0.34,1.63,0.2,general,low,0.81,31.9,23.0,12.8,1,0,1.0,26.49
60.57,1.72,0.63,0.98,0.29,11.19,1.43,furniture,standard,0.83,32.2,37.8,24.9,1,3,1.0,33.49
95.25,1.81,0.06,0.92,0.79,3.52,0.73,perishable,critical,0.95,30.8,3.8,3.4,1,1,1.2,17.64
116.56,1.81,0.36,0.32,0.5,1.73,3.1,luxury,standard,0.85,27.1,23.0,19.7,0,0,1.0,20.91
198.59,1.18,0.34,0.13,0.56,0.26,0.32,general,critical,0.73,33.8,26.5,12.4,1,0,1.0,16.49
132.86,2.61,0.38,0.79,0.32,9.25,0.54,general,low,0.87,33.8,24.0,18.2,0,2,1.0,56.51
143.02,1.63,0.12,0.3,0.44,4.15,5.49,general,high,0.84,33.8,7.7,5.5,0,0,1.0,9.72
139.52,1.76,0.12,0.23,0.63,0.06,10.39,luxury,high,0.54,25.5,7.7,4.3,0,0,1.0,20.35
241.07,2.62,0.1,1.0,0.25,0.06,2.47,perishable,standard,0.8,34.9,8.0,3.9,0,0,1.2,75.7
44.03,2.34,0.32,0.46,0.21,1.18,5.47,general,low,0.73,29.8,24.1,14.5,0,0,1.0,20.68
68.5,2.63,0.04,0.77,0.56,0.56,3.41,general,low,0.77,36.2,2.3,1.7,1,0,1.0,27.08
118.51,2.23,0.24,0.39,0.1,1.66,1.88,luxury,low,0.86,32.0,15.5,10.1,1,0,1.0,18.97
130.19,1.87,0.6,0.12,0.23,13.33,6.5,general,high,0.8,24.2,29.6,22.2,1,1,1.0,24.49
173.43,1.03,0.34,0.31,0.09,12.82,0.01,furniture,standard,0.54,28.4,22.7,19.4,0,1,1.0,6.78
47.32,2.14,0.18,0.17,0.46,2.18,3.54,perishable,standard,0.86,30.9,12.0,7.8,1,1,1.2,19.37
45.47,2.61,0.39,0.21,0.53,6.43,4.47,luxury,high,0.8,25.1,26.4,18.1,1,1,1.0,28.49
194.55,1.39,0.31,0.82,0.22,5.63,1.72,furniture,high,0.84,22.6,24.0,14.3,0,1,1.0,14.78
97.01,1.73,0.62,0.93,0.32,0.04,3.2,perishable,high,0.95,30.2,39.5,22.4,1,0,1.2,24.62
194.28,1.31,0.31,0.97,0.26,1.15,4.43,luxury,standard,0.8,27.5,17.5,14.3,1,0,1.0,17.36
126.58,1.51,0.42,0.46,0.32,0.16,0.45,furniture,standard,0.71,26.6,24.0,19.8,1,1,1.0,18.6
194.19,1.19,0.36,0.36,0.54,2.87,3.26,perishable,high,0.9,31.4,20.9,15.6,0,0,1.2,14.6
129.32,1.41,0.0,0.82,0.07,5.42,4.89,hazmat,standard,0.85,31.1,0.0,0.0,1,1,1.4,16.33
60.52,1.32,0.36,0.52,0.36,10.96,2.24,perishable,standard,0.98,25.1,21.0,20.7,0,1,1.2,14.19
123.98,2.01,0.38,0.84,0.8,1.85,0.8,general,high,0.88,25.6,24.4,14.7,0,1,1.0,25.08
205.03,1.04,0.59,0.86,0.09,4.82,4.44,perishable,standard,0.75,27.3,46.1,33.9,0,0,1.2,16.51
96.12,2.29,0.2,0.97,0.61,6.38,2.51,hazmat,high,0.64,36.0,12.1,9.0,1,2,1.4,41.93
111.84,1.59,0.3,0.4,0.6,4.74,1.16,hazmat,standard,0.84,32.7,20.7,10.8,1,1,1.4,24.02
97.04,2.49,0.1,0.35,0.5,6.48,4.38,perishable,low,0.89,26.6,7.7,4.8,0,0,1.2,32.47
167.97,1.75,0.53,0.59,0.27,7.82,4.71,luxury,high,0.75,33.1,39.6,25.0,1,0,1.0,39.15
202.34,2.11,0.71,0.54,0.16,2.04,1.42,perishable,standard,0.95,32.5,35.5,41.3,1,0,1.2,69.62
96.7,1.61,0.61,0.96,0.25,4.03,3.33,furniture,standard,0.76,29.2,43.3,26.9,0,0,1.0,14.4
130.16,2.8,0.36,0.4,0.38,2.16,8.0,medicine,standard,0.88,35.6,24.2,15.4,1,1,1.2,47.89
